Alcaldía,Fecha,Predicción de Delitos
MILPA ALTA,2024-02-08,5
MILPA ALTA,2024-02-09,5
MILPA ALTA,2024-02-10,5
MILPA ALTA,2024-02-11,5
MILPA ALTA,2024-02-12,5
MILPA ALTA,2024-02-13,5
MILPA ALTA,2024-02-14,5
MILPA ALTA,2024-02-15,5
MILPA ALTA,2024-02-16,5
MILPA ALTA,2024-02-17,5
MILPA ALTA,2024-02-18,5
MILPA ALTA,2024-02-19,5
MILPA ALTA,2024-02-20,5
MILPA ALTA,2024-02-21,5
MILPA ALTA,2024-02-22,5
MILPA ALTA,2024-02-23,5
MILPA ALTA,2024-02-24,5
MILPA ALTA,2024-02-25,5
MILPA ALTA,2024-02-26,5
MILPA ALTA,2024-02-27,5
MILPA ALTA,2024-02-28,5
MILPA ALTA,2024-02-29,5
MILPA ALTA,2024-03-01,5
MILPA ALTA,2024-03-02,5
MILPA ALTA,2024-03-03,5
MILPA ALTA,2024-03-04,5
MILPA ALTA,2024-03-05,5
MILPA ALTA,2024-03-06,5
MILPA ALTA,2024-03-07,5
MILPA ALTA,2024-03-08,5
MILPA ALTA,2024-03-09,5
MILPA ALTA,2024-03-10,5
MILPA ALTA,2024-03-11,5
MILPA ALTA,2024-03-12,5
MILPA ALTA,2024-03-13,5
MILPA ALTA,2024-03-14,5
MILPA ALTA,2024-03-15,5
MILPA ALTA,2024-03-16,5
MILPA ALTA,2024-03-17,5
MILPA ALTA,2024-03-18,5
MILPA ALTA,2024-03-19,5
MILPA ALTA,2024-03-20,5
MILPA ALTA,2024-03-21,5
MILPA ALTA,2024-03-22,5
MILPA ALTA,2024-03-23,5
MILPA ALTA,2024-03-24,5
MILPA ALTA,2024-03-25,5
MILPA ALTA,2024-03-26,5
MILPA ALTA,2024-03-27,5
MILPA ALTA,2024-03-28,5
MILPA ALTA,2024-03-29,5
MILPA ALTA,2024-03-30,5
MILPA ALTA,2024-03-31,5
MILPA ALTA,2024-04-01,5
MILPA ALTA,2024-04-02,5
MILPA ALTA,2024-04-03,5
MILPA ALTA,2024-04-04,5
MILPA ALTA,2024-04-05,5
MILPA ALTA,2024-04-06,5
MILPA ALTA,2024-04-07,5
MILPA ALTA,2024-04-08,5
MILPA ALTA,2024-04-09,5
MILPA ALTA,2024-04-10,5
MILPA ALTA,2024-04-11,5
MILPA ALTA,2024-04-12,5
MILPA ALTA,2024-04-13,5
MILPA ALTA,2024-04-14,5
MILPA ALTA,2024-04-15,5
MILPA ALTA,2024-04-16,5
MILPA ALTA,2024-04-17,5
MILPA ALTA,2024-04-18,5
MILPA ALTA,2024-04-19,5
MILPA ALTA,2024-04-20,5
MILPA ALTA,2024-04-21,5
MILPA ALTA,2024-04-22,5
MILPA ALTA,2024-04-23,5
MILPA ALTA,2024-04-24,5
MILPA ALTA,2024-04-25,5
MILPA ALTA,2024-04-26,5
MILPA ALTA,2024-04-27,5
MILPA ALTA,2024-04-28,5
MILPA ALTA,2024-04-29,5
MILPA ALTA,2024-04-30,5
MILPA ALTA,2024-05-01,5
MILPA ALTA,2024-05-02,5
MILPA ALTA,2024-05-03,5
MILPA ALTA,2024-05-04,5
MILPA ALTA,2024-05-05,5
MILPA ALTA,2024-05-06,5
MILPA ALTA,2024-05-07,5
MILPA ALTA,2024-05-08,5
MILPA ALTA,2024-05-09,5
MILPA ALTA,2024-05-10,5
MILPA ALTA,2024-05-11,5
MILPA ALTA,2024-05-12,5
MILPA ALTA,2024-05-13,5
MILPA ALTA,2024-05-14,5
MILPA ALTA,2024-05-15,5
MILPA ALTA,2024-05-16,5
MILPA ALTA,2024-05-17,5
MILPA ALTA,2024-05-18,5
MILPA ALTA,2024-05-19,5
MILPA ALTA,2024-05-20,5
MILPA ALTA,2024-05-21,5
MILPA ALTA,2024-05-22,5
MILPA ALTA,2024-05-23,5
MILPA ALTA,2024-05-24,5
MILPA ALTA,2024-05-25,5
MILPA ALTA,2024-05-26,5
MILPA ALTA,2024-05-27,5
MILPA ALTA,2024-05-28,5
MILPA ALTA,2024-05-29,5
MILPA ALTA,2024-05-30,5
MILPA ALTA,2024-05-31,5
MILPA ALTA,2024-06-01,5
MILPA ALTA,2024-06-02,5
MILPA ALTA,2024-06-03,5
MILPA ALTA,2024-06-04,5
MILPA ALTA,2024-06-05,5
MILPA ALTA,2024-06-06,5
MILPA ALTA,2024-06-07,5
MILPA ALTA,2024-06-08,5
MILPA ALTA,2024-06-09,5
MILPA ALTA,2024-06-10,5
MILPA ALTA,2024-06-11,5
MILPA ALTA,2024-06-12,5
MILPA ALTA,2024-06-13,5
MILPA ALTA,2024-06-14,5
MILPA ALTA,2024-06-15,5
MILPA ALTA,2024-06-16,5
MILPA ALTA,2024-06-17,5
MILPA ALTA,2024-06-18,5
MILPA ALTA,2024-06-19,5
MILPA ALTA,2024-06-20,5
MILPA ALTA,2024-06-21,5
MILPA ALTA,2024-06-22,5
MILPA ALTA,2024-06-23,5
MILPA ALTA,2024-06-24,5
MILPA ALTA,2024-06-25,5
MILPA ALTA,2024-06-26,5
MILPA ALTA,2024-06-27,5
MILPA ALTA,2024-06-28,5
